Title,Price,Link,Mileage,Color,State,Gearbox,Year,Cylindrée,Brand,Model,Body_type,Fuel
Golf 5 TDI,upon request,https://www.tayara.tn/item/6828cc916238a0abfdd1bb81/Voitures/Ben_Arous/Ben_Arous/Golf_5_TDI/,210.0,Noir,Avec kilométrage,Manuelle,2006.0,1.9L,Volkswagen,Golf 5,Compacte,Diesel
voiture,upon request,https://www.tayara.tn/item/6828cbc36238a0abfdd1bad8/Voitures/Gabs/El_Hamma/voiture_/,0.0,Doré,Avec kilométrage,Manuelle,2007.0,2.1L,Renault,Clio,Autres,Essence
Peugeot 205 tel 96690225,14200.0,https://www.tayara.tn/item/6828cabe41532c94f15bacee/Voitures/Nabeul/Hammamet/Peugeot_205_tel_96690225/,259000.0,Bleu,Avec kilométrage,Manuelle,1998.0,1.4L,Peugeot,205,Compacte,Essence
Aprilia scarabeo 50cc 2t ????,upon request,https://www.tayara.tn/item/6828caa441532c94f15bacdf/Motos/Tunis/El_Omrane/Aprilia_scarabeo_50cc_2t_/,1.0,Noir,Nouveau,Automatique,2023.0,,Autres,Autres,Autres,
citroen jumpy,upon request,https://www.tayara.tn/item/6828ca636238a0abfdd1b9ee/Voitures/Zaghouan/Zaghouen/citroen_jumpy_/,0.0,Blanc,Avec kilométrage,Manuelle,2012.0,2.0L,Citroen,Jumpy,Monospace,Diesel
FORD FIESTA ESSENCE,19500.0,https://www.tayara.tn/item/6828ca617cb9eefda23138ce/Voitures/Ben_Arous/Medina_Jedida/FORD_FIESTA_ESSENCE_/,251.0,Noir,Avec kilométrage,Manuelle,2008.0,1.4L,Ford,Fiesta,Berline,Essence
Mazda 2 skyactiv BVA Soul Red finition haut de gamme 2017,38500.0,https://www.tayara.tn/item/6828ca2041532c94f15bac93/Voitures/Tunis/Carthage/Mazda_2_skyactiv_BVA_Soul_Red_finition_haut_de_gamme_2017/,129500.0,Rouge,Avec kilométrage,Automatique,2017.0,1.5L,Mazda,2,Compacte,Essence
Range Evoque 1ere main,110000.0,https://www.tayara.tn/item/6828ca1f41532c94f15bac92/Voitures/Tunis/El_Menzah_9/Range_Evoque_1ere_main/,81000.0,Blanc,Avec kilométrage,Automatique,2012.0,2.2L,Land Rover,Range Rover Evoque,4 x 4,Diesel
Compresseur dimax,1000.0,https://www.tayara.tn/item/6828ca006238a0abfdd1b9b1/Pi%C3%A8ces%20et%20Accessoires%20pour%20v%C3%A9hicules/Nabeul/Bni_Khalled/Compresseur_dimax/,,Autre,Autres,Autres,,,Autres,Autres,Autres,
moteur R9 Essence 5 chevaux,1500.0,https://www.tayara.tn/item/6828c9c86238a0abfdd1b98d/Pi%C3%A8ces%20et%20Accessoires%20pour%20v%C3%A9hicules/Mdenine/Djerba_Midoun/moteur_R9_Essence_5_chevaux_/,,Autre,Autres,Autres,,,Autres,Autres,Autres,
A vendre voiture Nissan Micra,32000.0,https://www.tayara.tn/item/6828c9137cb9eefda23137ef/Voitures/Le_Kef/Kef_Ouest/A_vendre_voiture_Nissan_Micra_/,63000.0,Rouge,Autres,Manuelle,2018.0,1.2L,Nissan,Micra,Berline,Essence
ford KA,22800.0,https://www.tayara.tn/item/6828c8e37cb9eefda23137d5/Voitures/Tunis/Tunis/ford_KA/,198.0,Noir,Avec kilométrage,Manuelle,2011.0,1.2L,Ford,Ka,Berline,Essence
ford KA,upon request,https://www.tayara.tn/item/6828c8d441532c94f15babf0/Voitures/Ben_Arous/El_Mourouj/ford_KA/,,Autre,Autres,Autres,,,Autres,Autres,Autres,
Senke raptor 125cc,6500.0,https://www.tayara.tn/item/6828c8cc7cb9eefda23137c5/Motos/Tunis/Bellevue/Senke_raptor_125cc/,,Noir,Avec kilométrage,Manuelle,,,Autres,Autres,Autres,
A vendre voiture Nissan Micra,32000.0,https://www.tayara.tn/item/6828c9137cb9eefda23137ef/Voitures/Le_Kef/Kef_Ouest/A_vendre_voiture_Nissan_Micra_/,63000.0,Rouge,Autres,Manuelle,2018.0,1.2L,Nissan,Micra,Berline,Essence
ford KA,22800.0,https://www.tayara.tn/item/6828c8e37cb9eefda23137d5/Voitures/Tunis/Tunis/ford_KA/,198.0,Noir,Avec kilométrage,Manuelle,2011.0,1.2L,Ford,Ka,Berline,Essence
ford KA,upon request,https://www.tayara.tn/item/6828c8d441532c94f15babf0/Voitures/Ben_Arous/El_Mourouj/ford_KA/,,Autre,Autres,Autres,,,Autres,Autres,Autres,
Senke raptor 125cc,6500.0,https://www.tayara.tn/item/6828c8cc7cb9eefda23137c5/Motos/Tunis/Bellevue/Senke_raptor_125cc/,,Noir,Avec kilométrage,Manuelle,,,Autres,Autres,Autres,
ford KA,upon request,https://www.tayara.tn/item/6828c8c27cb9eefda23137be/Voitures/Ben_Arous/El_Mourouj/ford_KA/,,Autre,Autres,Autres,,,Autres,Autres,Autres,
Vente pièces auto,600.0,https://www.tayara.tn/item/6828c8bb41532c94f15babe0/Pi%C3%A8ces%20et%20Accessoires%20pour%20v%C3%A9hicules/Nabeul/Nabeul/Vente_pices_auto_/,,Autre,Autres,Autres,,,Autres,Autres,Autres,
Poste Sony neuf d'origine,199.0,https://www.tayara.tn/item/6828c83241532c94f15bab88/Pi%C3%A8ces%20et%20Accessoires%20pour%20v%C3%A9hicules/Sousse/Sousse/Poste_Sony_neuf_dorigine_/,,Autre,Autres,Autres,,,Autres,Autres,Autres,
OPEL ASTRA G 1ère ?,19000.0,https://www.tayara.tn/item/6828c6d56238a0abfdd1b777/Voitures/Tunis/Carthage/OPEL_ASTRA_G_1re_/,0.0,Gris,Avec kilométrage,Manuelle,2002.0,1.4L,Opel,Astra,Berline,Essence
Golf 4,26000.0,https://www.tayara.tn/item/6828c6636238a0abfdd1b701/Voitures/Tunis/L_Aouina/Golf_4/,360.0,Gris,Avec kilométrage,Manuelle,2000.0,1.4L,Volkswagen,Golf,Compacte,Essence
clio dynamique( 2022),38500.0,https://www.tayara.tn/item/6828c5952bf90a5fbf978685/Voitures/Sousse/Sousse_Riadh/clio_dynamique_2022/,98500.0,Blanc,Avec kilométrage,Manuelle,2022.0,1.1L,Renault,Clio,Compacte,Essence
FEUX GOLF 7,590.0,https://www.tayara.tn/item/6828c5456238a0abfdd1b640/Pi%C3%A8ces%20et%20Accessoires%20pour%20v%C3%A9hicules/Sousse/Sousse/FEUX_GOLF_7/,,Autre,Autres,Autres,,,Autres,Autres,Autres,
Nemo,30000.0,https://www.tayara.tn/item/6828c50e41532c94f15ba92d/Voitures/Ben_Arous/Ezzahra/Nemo/,169000.0,Argent,Avec kilométrage,Manuelle,2015.0,1.4L,Citroen,Nemo,Utilitaire,Diesel
KIA RIO COUPE ESSENCE 2020,upon request,https://www.tayara.tn/item/6828c4cf6238a0abfdd1b5fc/Voitures/Sousse/Sousse_Mdina/KIA_RIO_COUPE_ESSENCE_2020/,110000.0,Noir,Avec kilométrage,Manuelle,2020.0,1.2L,Kia,Rio,Berline,Essence
golf 7 tdi,53000.0,https://www.tayara.tn/item/6828c4bb41532c94f15ba8fa/Voitures/Nabeul/Autres_Villes/golf_7_tdi/,303000.0,Gris,Avec kilométrage,Manuelle,2015.0,1.6L,Volkswagen,Golf 8,Autres,Diesel
Mercedes A180 kit AMG,67000.0,https://www.tayara.tn/item/67f9877dca3467b14e7bb614/Voitures/Ariana/Ariana/Mercedes_A180_kit_AMG/,160000.0,Noir,Avec kilométrage,Automatique,2016.0,1.6L,Mercedes-Benz,Classe A,Berline,Essence
GOLF 7 LOUNGE 1.6 TDI,upon request,https://www.tayara.tn/item/6828c39a6238a0abfdd1b4e5/Voitures/Sousse/Hammam_Sousse/GOLF_7_LOUNGE_16_TDI_/,145000.0,Blanc,Avec kilométrage,Manuelle,2016.0,1.6L,Volkswagen,Golf,Berline,Diesel
Kia Ceed,64000.0,https://www.tayara.tn/item/6828c39241532c94f15ba80b/Voitures/Mdenine/Mdenine/Kia_Ceed/,69000.0,Gris,Nouveau,Manuelle,2019.0,1.4L,Kia,C'eed,Autres,Essence
Voiture E90 318D,1245.0,https://www.tayara.tn/item/6828c3136238a0abfdd1b484/Voitures/Ariana/La_Soukra/Voiture_E90_318D/,288.0,Autre,Autres,Manuelle,2008.0,,BMW,Autres,Autres,
peugeot bipper,32.0,https://www.tayara.tn/item/6828c2d76238a0abfdd1b449/Voitures/Tunis/El_Omrane_Suprieur/peugeot_bipper/,181000.0,Gris,Avec kilométrage,Manuelle,2018.0,1.3L,Peugeot,Bipper,Berline,Diesel
DACIA DUSTER 1.5 DCI,34000.0,https://www.tayara.tn/item/6828c2c66238a0abfdd1b43c/Voitures/Ben_Arous/Ben_Arous/DACIA_DUSTER_15_DCI/,285000.0,Noir,Avec kilométrage,Manuelle,2012.0,1.5L,Dacia,Duster,Autres,Diesel
belle Ford fista,25000.0,https://www.tayara.tn/item/6828c2ad6238a0abfdd1b428/Voitures/Nabeul/Hammamet/belle_Ford_fista/,259000.0,Blanc,Avec kilométrage,Manuelle,2010.0,1.2L,Ford,Fiesta,Compacte,Essence
isuzu D-max,upon request,https://www.tayara.tn/item/6828c21541532c94f15ba6c8/Voitures/Nabeul/Klibia/isuzu_Dmax/,60.0,Blanc,Nouveau,Manuelle,2024.0,2.5L,Isuzu,D-MAX,Pick up,Diesel
Kia rio3 modèle 2014 212000km 33500dt,33500.0,https://www.tayara.tn/item/6828c0d041532c94f15ba5c7/Voitures/Gafsa/Gafsa/Kia_rio3_modle_2014_212000km_33500dt/,212000.0,Autre,Avec kilométrage,Manuelle,2014.0,1.2L,Kia,Rio,Berline,Essence
Hyundai i10,46000.0,https://www.tayara.tn/item/6828c0ce41532c94f15ba5c3/Voitures/Ben_Arous/El_Mourouj/Hyundai_i10_/,46000.0,Blanc,Avec kilométrage,Manuelle,2021.0,1.2L,Hyundai,I 10,Compacte,Essence
Oppel Mokka ( transfert leasing ),60000.0,https://www.tayara.tn/item/6828c0406238a0abfdd1b255/Voitures/Ariana/Cit_Ennasr_2/Oppel_Mokka_transfert_leasing_/,34368.0,Gris,Avec kilométrage,Automatique,2023.0,1.2L,Opel,Mokka,Autres,Essence
Citroën berlingo b9,25.0,https://www.tayara.tn/item/6828bfbb7d09469b7efb5822/Voitures/Nabeul/Klibia/Citron_berlingo_b9/,300.0,Gris,Nouveau,Manuelle,2013.0,1.6L,Citroen,Berlingo,Berline,Diesel
MAZDA 6 2015,43.0,https://www.tayara.tn/item/6828bf906238a0abfdd1b1ed/Voitures/Tunis/Tunis/MAZDA_6_2015/,189000.0,Blanc,Nouveau,Automatique,2015.0,2.0L,Mazda,6,Berline,Essence
Audi Q2 35 Tdi 150cv 2023 Quattro s-Line S-tronic7,133000.0,https://www.tayara.tn/item/6828bf8e41532c94f15ba4cb/Voitures/Sousse/Sousse/Audi_Q2_35_Tdi_150cv_2023_Quattro_sLine_Stronic7/,55000.0,Noir,Non dédouanné,Automatique,2023.0,2.0L,Audi,Autres,4 x 4,Diesel
Ford Fiesta très propre ?? ????? ???,upon request,https://www.tayara.tn/item/6828bed17d09469b7efb578a/Voitures/Tunis/El_Omrane/Ford_Fiesta_trs_propre_/,174000.0,Blanc,Nouveau,Manuelle,2016.0,1.4L,Ford,Fiesta,Compacte,Essence
piaggio flay,2400.0,https://www.tayara.tn/item/6828beb541532c94f15ba44b/Motos/Bizerte/Zarzouna/piaggio_flay_/,2355.0,Noir,Avec kilométrage,Automatique,2014.0,,Autres,Autres,Autres,
Audi Q2 35 Tdi 150cv 2023 Quattro s-Line S-tronic7,133000.0,https://www.tayara.tn/item/6828bf8e41532c94f15ba4cb/Voitures/Sousse/Sousse/Audi_Q2_35_Tdi_150cv_2023_Quattro_sLine_Stronic7/,55000.0,Noir,Non dédouanné,Automatique,2023.0,2.0L,Audi,Autres,4 x 4,Diesel
Ford Fiesta très propre ?? ????? ???,upon request,https://www.tayara.tn/item/6828bed17d09469b7efb578a/Voitures/Tunis/El_Omrane/Ford_Fiesta_trs_propre_/,174000.0,Blanc,Nouveau,Manuelle,2016.0,1.4L,Ford,Fiesta,Compacte,Essence
piaggio flay,2400.0,https://www.tayara.tn/item/6828beb541532c94f15ba44b/Motos/Bizerte/Zarzouna/piaggio_flay_/,2355.0,Noir,Avec kilométrage,Automatique,2014.0,,Autres,Autres,Autres,
Mazda 4*4,upon request,https://www.tayara.tn/item/6828bdee41532c94f15ba3d9/Voitures/Sfax/Sfax/Mazda_44/,300.0,Marron,Avec kilométrage,Automatique,2009.0,3.5L,Mazda,CX-9,4 x 4,Essence
SUZUKI DZIRE GL PREMIÈRE MAIN EN TRÈS BON ÉTAT,38500.0,https://www.tayara.tn/item/6828bda76238a0abfdd1b0cd/Voitures/Bizerte/Zarzouna/SUZUKI_DZIRE_GL_PREMIRE_MAIN_EN_TRS_BON_TAT_/,86000.0,Gris,Avec kilométrage,Manuelle,2021.0,1.3L,Suzuki,Swift,Berline,Essence
peugeot 208 toute neuve ????,33000.0,https://www.tayara.tn/item/6828bc296238a0abfdd1b00e/Voitures/Nabeul/Nabeul/peugeot_208_toute_neuve_/,84000.0,Gris,Avec kilométrage,Manuelle,2021.0,<1.0L,Peugeot,208,Berline,Essence
Sac Livraison,200.0,https://www.tayara.tn/item/6828bbf041532c94f15ba2ba/Motos/Tunis/L_Aouina/Sac_Livraison_/,0.0,Bleu,Nouveau,Automatique,2023.0,,Autres,Autres,Autres,
ds3,24000.0,https://www.tayara.tn/item/6828ba687d09469b7efb5507/Voitures/Tunis/La_Marsa/ds3_/,150000.0,Gris,Avec kilométrage,Manuelle,2014.0,>4.0L,Citroen,DS3,Compacte,Essence
Volkswagen Polo Sedan à vendre tunisie,35500.0,https://www.tayara.tn/item/6824c52da9299683d0aca666/Voitures/Tunis/Ain_Zaghouan_Sud/Volkswagen_Polo_Sedan_vendre_tunisie/,81000.0,Noir,Avec kilométrage,Manuelle,2013.0,1.4L,Volkswagen,Polo,Compacte,Essence
BMW e34 525tds,12.0,https://www.tayara.tn/item/6828b8c26238a0abfdd1ae01/Voitures/Sousse/Sahloul/BMW_e34_525tds/,54848.0,Noir,Nouveau,Manuelle,,2.5L,BMW,Serie 5,Berline,Diesel
Citroën C1,upon request,https://www.tayara.tn/item/6828b81235683bd9f0b6f35b/Voitures/Sousse/Sahloul/Citron_C1/,160000.0,Noir,Avec kilométrage,Manuelle,2020.0,<1.0L,Citroen,C1,Berline,Essence
pièces de rechange occasion,upon request,https://www.tayara.tn/item/6828b7d441532c94f15ba051/Pi%C3%A8ces%20et%20Accessoires%20pour%20v%C3%A9hicules/Ariana/Ariana/pices_de_rechange_occasion_/,,Autre,Autres,Autres,,,Autres,Autres,Autres,
CLA 250e AMG TT OPTION IMPORTE,upon request,https://www.tayara.tn/item/6828b7c141532c94f15ba04a/Voitures/Sousse/Sousse/CLA_250e_AMG_TT_OPTION_IMPORTE/,31000.0,Blanc,Nouveau,Automatique,2022.0,1.3L,Mercedes-Benz,Classe CLA,Compacte,Hybride essence
golf 6- 1.4 essence ?? 2012??200 klm certifié ???????? ??. Num 29 507 105,39000.0,https://www.tayara.tn/item/6828b78735683bd9f0b6f331/Voitures/Monastir/Autres_Villes/golf_6_14_essence_2012200_klm_certifi_Num_29_507_105/,200.0,Beige,Nouveau,Manuelle,2012.0,1.4L,Volkswagen,Golf,Berline,Essence
Peugeot 308,18500.0,https://www.tayara.tn/item/6828b70535683bd9f0b6f304/Voitures/Tunis/Le_Bardo/Peugeot_308_/,219.0,Gris,Avec kilométrage,Manuelle,2011.0,1.6L,Peugeot,308,Autres,Essence
PEUGEOT 308 TT OPTION IMPORTE,upon request,https://www.tayara.tn/item/6828b69541532c94f15b9fb9/Voitures/Monastir/Monastir/PEUGEOT_308_TT_OPTION_IMPORTE_/,107000.0,Autre,Nouveau,Manuelle,2020.0,1.2L,Peugeot,308,Compacte,Essence
GOLF 7 PACK IQ.DRIVE,73.5,https://www.tayara.tn/item/6828b57841532c94f15b9ee8/Voitures/Ariana/Ennasr/GOLF_7_PACK_IQDRIVE/,64000.0,Blanc,Avec kilométrage,Manuelle,2019.0,<1.0L,Volkswagen,Gol,Berline,Essence
kia Rio 2016,40.0,https://www.tayara.tn/item/6828b53041532c94f15b9ea3/Voitures/Nabeul/Soliman/kia_Rio_2016/,187.0,Noir,Avec kilométrage,Manuelle,2016.0,>4.0L,Kia,Rio,Autres,Essence
Kia Rio+((2017)),37500.0,https://www.tayara.tn/item/6828b4ce6238a0abfdd1ab52/Voitures/Tunis/Le_Bardo/Kia_Rio2017/,187.0,Blanc,Avec kilométrage,Manuelle,2017.0,1.2L,Kia,Rio,Autres,Essence
Voiture a vendre ',9800.0,https://www.tayara.tn/item/6828b45441532c94f15b9dea/Voitures/Ben_Arous/Hammam_Lif/Voiture_a_vendre_/,300.0,Bleu,Autres,Manuelle,1997.0,>4.0L,Peugeot,106,Autres,Essence
citroen nemo,26800.0,https://www.tayara.tn/item/6828b32b6238a0abfdd1aa70/Voitures/Ariana/Ennasr/citroen_nemo/,145.0,Blanc,Avec kilométrage,Manuelle,2017.0,1.3L,Citroen,Nemo,Utilitaire,Diesel
SUZUKI DZIRE GL PREMIÈRE MAIN EN TRÈS BON ÉTAT,38500.0,https://www.tayara.tn/item/6828b2ef6238a0abfdd1aa4d/Voitures/Bizerte/Zarzouna/SUZUKI_DZIRE_GL_PREMIRE_MAIN_EN_TRS_BON_TAT_/,86000.0,Gris,Avec kilométrage,Manuelle,2021.0,1.3L,Suzuki,Swift,Berline,Essence
RENAULT MEGANE PREMIÈRE MAIN FULL OPTION,upon request,https://www.tayara.tn/item/6828b2c941532c94f15b9d04/Voitures/Bizerte/Bizerte/RENAULT_MEGANE_PREMIRE_MAIN_FULL_OPTION_/,68000.0,Noir,Avec kilométrage,Manuelle,2019.0,1.2L,Renault,Megane Estate,Berline,Essence
A vendre tres belle Mazda BT 50,47000.0,https://www.tayara.tn/item/6828b10241532c94f15b9ba5/Voitures/Nabeul/Hammamet/A_vendre_tres_belle_Mazda_BT_50/,172000.0,Gris,Avec kilométrage,Manuelle,2013.0,2.5L,Mazda,BT-50,4 x 4,Diesel
clio classique,20.0,https://www.tayara.tn/item/6828b0b56238a0abfdd1a893/Voitures/Mdenine/Ben_Gardane/clio_classique/,297.0,Noir,Avec kilométrage,Manuelle,2006.0,1.4L,Renault,Clio,Compacte,Essence
Pièces Vitara,upon request,https://www.tayara.tn/item/6828b0506238a0abfdd1a85b/Pi%C3%A8ces%20et%20Accessoires%20pour%20v%C3%A9hicules/Tunis/Centre_Ville_Lafayette/Pices_Vitara/,,Autre,Autres,Autres,,,Autres,Autres,Autres,
fiat qubo essence,123.0,https://www.tayara.tn/item/6828add16238a0abfdd1a6bc/Voitures/Jendouba/Tabarka/fiat_qubo_essence/,163400.0,Bleu,Nouveau,Manuelle,2018.0,1.4L,Fiat,Tipo,Compacte,Essence
protège-réservoir Bagster Honda CB 1000 R 2008 2015,220.0,https://www.tayara.tn/item/6828ad706238a0abfdd1a65e/Motos/Ben_Arous/Ezzahra/protgerservoir_Bagster_Honda_CB_1000_R_2008_2015/,1.0,Blanc,Nouveau,Automatique,2010.0,,Autres,Autres,Autres,
Mercedes classe a amg,65000.0,https://www.tayara.tn/item/6828ac2b41532c94f15b9880/Voitures/Ariana/La_Soukra/Mercedes_classe_a_amg/,180000.0,Blanc,Avec kilométrage,Manuelle,2013.0,1.6L,Mercedes-Benz,Classe A,Compacte,Essence
culasse 504 occasion,500.0,https://www.tayara.tn/item/6828ab246238a0abfdd1a4f9/Voitures/Mahdia/El_Jem/culasse_504_occasion_/,1852.0,Argent,Nouveau,Manuelle,,1.1L,Peugeot,504,Compacte,Diesel
culasse 504 occasion,500.0,https://www.tayara.tn/item/6828ab246238a0abfdd1a4f9/Voitures/Mahdia/El_Jem/culasse_504_occasion_/,1852.0,Argent,Nouveau,Manuelle,,1.1L,Peugeot,504,Compacte,Diesel
voiture,30000.0,https://www.tayara.tn/item/6828aae2d42674183f2a33bc/Voitures/Ariana/Ennasr/voiture/,150000.0,Blanc,Avec kilométrage,Manuelle,2017.0,1.2L,Citroen,C3,Compacte,Essence
Vespa KIMKO 50 cc,3300.0,https://www.tayara.tn/item/6828a97941532c94f15b96d2/Motos/Tunis/Ezzouhour/Vespa_KIMKO_50_cc/,,Orange,Avec kilométrage,Automatique,2010.0,,Autres,Autres,Autres,
"Mahindra KUV 1001.2 l K8 ,1 ère main-model 2020",30500.0,https://www.tayara.tn/item/6828a8006238a0abfdd1a31b/Voitures/Ben_Arous/Hammam_Chott/Mahindra_KUV_10012_l_K8_1_re_mainmodel_2020_/,83000.0,Blanc,Autres,Manuelle,2020.0,1.2L,Autres,Autres,Autres,
?? À vendre Toyota HILUX,upon request,https://www.tayara.tn/item/6828a6e041532c94f15b9581/Voitures/Ben_Arous/Hammam_Chott/_vendre_Toyota_HILUX_/,150.0,Gris,Avec kilométrage,Manuelle,2015.0,2.5L,Toyota,Hilux,Pick up,Diesel
Golf 7,upon request,https://www.tayara.tn/item/6828a57d6238a0abfdd1a15f/Voitures/Mdenine/Djerba_Houmt_Souk/Golf_7/,99000.0,Gris,Nouveau,Manuelle,2019.0,<1.0L,Volkswagen,Golf,Compacte,Essence
chevrolet cruze,27500.0,https://www.tayara.tn/item/6828a4ea41532c94f15b9427/Voitures/Ben_Arous/Borj_Cedria/chevrolet_cruze/,208000.0,Marron,Avec kilométrage,Manuelle,2014.0,1.6L,Chevrolet,Cruze,Compacte,Essence
Ford connect 2020,upon request,https://www.tayara.tn/item/6828a48e6238a0abfdd1a0a6/Voitures/Sousse/Sousse/Ford_connect_2020_/,60000.0,Blanc,Avec kilométrage,Manuelle,2020.0,1.6L,Ford,Connect,Autres,Diesel
peugeot 208,27500.0,https://www.tayara.tn/item/6828a42cfc42f9a79d2fefe1/Voitures/Ben_Arous/Borj_Cedria/peugeot_208/,160000.0,Gris,Avec kilométrage,Manuelle,2019.0,1.2L,Peugeot,208,Compacte,Essence
outils à vendre,upon request,https://www.tayara.tn/item/6828a40ffc42f9a79d2fefcf/%C3%A9quipement%20garage/Sousse/Chatt_mariem/outils_vendre/,,Autre,Autres,Autres,,,Autres,Autres,Autres,
"location voiture cité naser Tunisie ??24,933,824",upon request,https://www.tayara.tn/item/6828a3cd6238a0abfdd1a042/Voitures/Ariana/Ennasr/location_voiture_cit_naser_Tunisie_24933824/,0.0,Beige,Nouveau,Manuelle,2025.0,<1.0L,Seat,Ibiza,Cabriolet,Essence
????Hyundai BAYON ???? modèle 2024 essence ?? hybride 52 477 775,upon request,https://www.tayara.tn/item/6828a26ffc42f9a79d2feedf/Voitures/Sousse/Sousse/Hyundai_BAYON_modle_2024_essence_hybride_52_477_775/,1.0,Rouge,Nouveau,Manuelle,2024.0,1.2L,Hyundai,Bayon,4 x 4,Diesel
citroen c4,26500.0,https://www.tayara.tn/item/6828a19e6238a0abfdd19f3e/Voitures/Ariana/Jardins_El_Menzah/citroen_c4_/,140000.0,Gris,Nouveau,Manuelle,2012.0,1.4L,Citroen,C4,Autres,Essence
Peugeot 407 HDI ??,upon request,https://www.tayara.tn/item/6828a0cc41532c94f15b91de/Voitures/Ben_Arous/Fouchana/_Peugeot_407_HDI_/,300.0,Gris,Avec kilométrage,Manuelle,2007.0,1.6L,Peugeot,407,Compacte,Diesel
????Peugeot 308 ???? Diesel ?? 2021 compteur cockpit Digital / caméra Fin série 55330200,123.0,https://www.tayara.tn/item/6828a0956238a0abfdd19e9b/Voitures/Sousse/Sousse/Peugeot_308_Diesel_2021_compteur_cockpit_Digital_camra_Fin_srie_55330200/,1.0,Blanc,Nouveau,Manuelle,2021.0,1.5L,Peugeot,308,Berline,Diesel
Citroën c3 2022 essence ?? 1.2 Fin série 27 666 812,123.0,https://www.tayara.tn/item/68289ff441532c94f15b916a/Voitures/Sousse/Sousse/Citron_c3_2022_essence_12_Fin_srie_27_666_812/,1.0,Gris,Nouveau,Manuelle,2022.0,1.2L,Citroen,C3,Berline,Essence
Nissan Qashqai,77500.0,https://www.tayara.tn/item/68289fe841532c94f15b9163/Voitures/Monastir/Ksar_Hellal/Nissan_Qashqai_/,74000.0,Marron,Avec kilométrage,Automatique,2016.0,1.2L,Nissan,X-Trail,4 x 4,Essence
Ford Ecosport,upon request,https://www.tayara.tn/item/68289f79d67424ba7a2db4e9/Voitures/Tunis/La_Marsa/Ford_Ecosport_/,50000.0,Gris,Avec kilométrage,Manuelle,2023.0,<1.0L,Ford,ECOSPORT,4 x 4,Essence
NISSAN MICRA,32.0,https://www.tayara.tn/item/68289e2541532c94f15b9056/Voitures/Sfax/Sfax_Ville/NISSAN_MICRA_/,92517.0,Noir,Nouveau,Manuelle,2020.0,1.2L,Nissan,Micra,Autres,Essence
Une voiture Ford FIESTA TITANIUM,upon request,https://www.tayara.tn/item/68289d4441532c94f15b8fab/Voitures/Zaghouan/Zaghouan/Une_voiture_Ford_FIESTA_TITANIUM/,216.0,Noir,Avec kilométrage,Manuelle,2015.0,1.2L,Ford,Fiesta,Berline,Essence
Golf 6,37000.0,https://www.tayara.tn/item/68289cf26238a0abfdd19c74/Voitures/Sousse/Sahloul/Golf_6/,180.0,Blanc,Avec kilométrage,Automatique,2012.0,>4.0L,Volkswagen,Golf 6,Autres,Essence
Hammer 1,2400.0,https://www.tayara.tn/item/68289c7641532c94f15b8ef2/Motos/Nabeul/Takelsa/Hammer_1_/,35000.0,Rouge,Avec kilométrage,Manuelle,,,Autres,Autres,Autres,
piéce polo 3,600.0,https://www.tayara.tn/item/68289bb16238a0abfdd19b6d/Pi%C3%A8ces%20et%20Accessoires%20pour%20v%C3%A9hicules/Jendouba/Jendouba/pice_polo_3/,,Autre,Autres,Autres,,,Autres,Autres,Autres,
MAHINDRA,31000.0,https://www.tayara.tn/item/68289b736238a0abfdd19b44/Voitures/Tunis/L_Aouina/MAHINDRA_/,65000.0,Rouge,Avec kilométrage,Manuelle,2022.0,1.2L,Mahindra,Hover,4 x 4,Essence
Polo 6,22000.0,https://www.tayara.tn/item/68289b006238a0abfdd19afc/Voitures/Ariana/La_Soukra/Polo_6_/,,Gris,Avec kilométrage,Manuelle,2009.0,,Volkswagen,Polo,Berline,Essence
Mercedes-Benz A 250 kit AMG Hybride,upon request,https://www.tayara.tn/item/670a3c904fca0ca2a8a5b59c/Voitures/Ariana/Ghazela/MercedesBenz_A_250_kit_AMG_Hybride/,38000.0,Noir,Nouveau,Automatique,2023.0,1.3L,Mercedes-Benz,Autres,Autres,Hybride essence
deux portes d max khalijeya ma9roudha LS,2500.0,https://www.tayara.tn/item/6828998041532c94f15b8cc8/%C3%A9quipement%20garage/Siliana/Makthar/deux_portes_d_max_khalijeya_ma9roudha_LS/,,Autre,Autres,Autres,,,Autres,Autres,Autres,
voiture A vendre,upon request,https://www.tayara.tn/item/682897566238a0abfdd19829/Voitures/Kasserine/Sbetla/voiture_A_vendre_/,198000.0,Blanc,Nouveau,Automatique,2014.0,2.2L,Mercedes-Benz,Classe ML,4 x 4,Diesel
Jump starter Noco Gb40 1000A neuf,620.0,https://www.tayara.tn/item/682896b76238a0abfdd197b5/Pi%C3%A8ces%20et%20Accessoires%20pour%20v%C3%A9hicules/Tunis/Tunis/Jump_starter_Noco_Gb40_1000A_neuf/,,Autre,Autres,Autres,,,Autres,Autres,Autres,
tracteur Iseki,14000.0,https://www.tayara.tn/item/6828966541532c94f15b8a3f/Engins%20Agricoles/Ben_Arous/Mornag/tracteur_Iseki_/,,Autre,Autres,Autres,,,Autres,Autres,Autres,
audi Q5 s-line ex RS,upon request,https://www.tayara.tn/item/6828965041532c94f15b8a2e/Voitures/Sousse/Sousse/audi_Q5_sline_ex_RS/,162000.0,Noir,Avec kilométrage,Manuelle,2016.0,2.0L,Audi,Q5,Berline,Diesel
